Eligible_id,Client_Income,Client_Income_Type,Active_Loan,Credit_Bureau,
108640,29250,Service,0,0,
2572,24750,Commercial,0,0,
13741,13500,Commercial,0,2,
29050,11250,Service,1,2,
2204,5400,Retired,1,1,
81745,9000,Service,0,7,
39626,11250,Service,0,2,
77736,6750,Service,0,4,
83885,11250,Service,1,,
72139,42750,Govt Job,1,5,
96810,27000,Commercial,1,2,
52651,11250,Commercial,0,0,
52639,10800,Retired,0,4,
45537,22500,Commercial,1,0,
40142,15750,Retired,0,2,
117230,11250,Retired,1,0,
15752,18000,,0,0,
128261,26550,Commercial,1,1,
119196,13500,Commercial,0,2,
127120,,Service,1,1,
21868,20700,Retired,1,3,
93696,15750,Service,,4,
65715,13500,Service,1,4,
123068,27000,Govt Job,0,1,
73399,22500,Govt Job,1,1,
107145,33750,Service,0,3,
120424,7650,Service,1,,
20117,27000,Commercial,0,4,
91397,15750,Commercial,0,4,
123297,24750,Commercial,1,0,
30042,13500,Service,1,1,
46574,45000,Commercial,1,,
79962,8550,Retired,1,3,
56708,15750,Govt Job,0,0,
24525,6750,Service,0,2,
6930,11250,Retired,0,1,
93345,27000,Service,0,2,
15646,15750,Govt Job,1,0,
101277,11250,Service,1,0,
108394,13500,Service,1,,
18562,54000,Commercial,0,1,
124987,12150,Service,0,0,
103693,20250,Service,0,0,
95865,12150,Retired,1,3,
106305,16650,Service,0,,
53260,22500,Retired,1,1,
49867,15750,Commercial,1,2,
116593,9000,Retired,1,7,
92657,6750,Service,0,5,
11579,15750,Service,0,2,
117648,18000,Commercial,0,2,
68428,22500,,1,2,
97113,15750,Service,0,4,
33348,10800,Govt Job,0,3,
36963,33750,Service,1,5,
51295,12150,Commercial,0,1,
90145,36000,Retired,0,1,
84145,7650,Service,0,1,
57257,18000,Service,1,0,
61843,18000,Service,1,6,
71299,4500,Service,0,,
85016,22500,Govt Job,0,4,
108461,27000,Service,0,3,
33245,22500,Commercial,0,1,
44345,14400,Service,1,,
41954,20250,,1,1,
82603,36000,Commercial,0,2,
116970,9000,Service,0,1,
50253,13500,,0,3,
96490,6750,Retired,0,,
129853,11250,Service,1,4,
115400,38250,Commercial,1,,
3826,6750,Retired,0,1,
26143,45000,Commercial,1,1,
54103,15750,Service,0,0,
28321,15750,Service,1,2,
62679,4050,Retired,1,2,
59651,22500,Service,1,1,
104281,8100,Commercial,1,1,
53676,9000,Service,1,1,
84991,27000,Commercial,1,,
12838,9000,Service,1,,
24567,18000,Service,1,3,
67232,11250,Service,1,3,
6042,20250,Service,0,0,
60281,22500,Commercial,1,3,
19457,13500,Commercial,1,1,
127015,6750,Retired,0,0,
125152,18000,Commercial,0,4,
94615,11250,Service,0,3,
128388,15750,Service,1,,
86864,9000,Service,0,0,
94563,17100,Service,1,8,
13056,45000,Retired,1,2,
65783,27000,Commercial,0,,
95203,13500,Commercial,1,,
7869,11250,Govt Job,0,1,
113373,31500,Commercial,1,3,
55756,13500,Retired,1,0,
13718,15750,Commercial,1,2,
19734,18000,Retired,1,2,
46187,15750,Retired,1,0,
30084,13500,,1,,
71702,20700,Commercial,1,5,
128759,21600,Service,0,5,
112584,11250,Service,0,,
60899,31500,Commercial,1,4,
104361,15750,Service,0,1,
37930,13500,Service,1,0,
108542,20250,Commercial,1,9,
6190,29250,Service,0,0,
67296,13500,Service,0,2,
47302,13500,Service,1,3,
109656,18000,Commercial,1,2,
34000,31500,Commercial,1,,
41202,13950,Retired,0,3,
107199,22500,Commercial,0,,
16452,6750,Service,1,5,
36657,11250,Retired,0,0,
92171,20250,Retired,0,0,
66164,15750,Service,0,0,
37931,7650,Service,0,,
124943,19800,Commercial,0,1,
104574,15300,Retired,0,,
112383,6750,Service,0,5,
98025,9450,,1,0,
74089,24750,Govt Job,0,4,
88918,15750,Retired,1,2,
102005,29250,Commercial,1,4,
112116,11250,Commercial,1,3,
78072,16200,Retired,1,7,
108052,,Retired,0,0,
29683,36000,Service,1,3,
49359,13500,Service,0,2,
54466,10350,Govt Job,0,3,
15017,8100,Retired,0,0,
65650,9000,Retired,0,0,
119783,15750,Service,1,2,
97025,24750,Service,0,1,
117729,31500,Commercial,1,3,
46619,8100,Service,1,2,
112239,15750,Retired,,4,
58908,20250,Service,0,2,
92051,11250,Service,0,,
64862,17100,Service,0,3,
47597,13500,Service,1,3,
104766,18900,Retired,0,0,
62497,18000,Commercial,0,,
8814,36000,Service,0,3,
17461,18000,Service,1,0,
35848,5400,Service,1,2,
279,11250,Service,1,,
123181,13500,Retired,0,2,
65840,18000,Govt Job,0,0,
15626,9000,Service,0,1,
24851,11250,Commercial,1,1,
50490,15750,Service,0,1,
54814,6750,Service,1,1,
7776,6750,Service,0,1,
5776,13500,Service,0,1,
58376,33683.5935,Govt Job,0,2,
20446,6750,Service,1,,
42788,15750,Service,,3,
19921,18000,Service,0,,
26366,22500,Service,1,,
455,27000,Service,1,6,
56720,13500,Govt Job,1,0,
58566,5400,Service,0,,
109594,22500,Commercial,0,3,
77261,13500,Govt Job,1,2,
34779,18000,Service,1,2,
107174,18000,Commercial,1,5,
73711,15750,Retired,1,1,
126804,15750,Service,0,1,
62659,6750,Retired,0,0,
40246,36000,Commercial,0,4,
55212,15750,Service,1,1,
83101,21150,Service,0,0,
18494,22500,Service,0,3,
65931,13500,Govt Job,0,0,
84753,13500,Commercial,0,1,
120598,13950,,1,,
110214,11250,Service,0,0,
36432,11250,Commercial,1,,
43197,31500,Service,1,0,
104848,11250,Service,0,,
40152,7200,Commercial,,2,
94167,15750,Service,0,0,
54351,21600,Service,0,2,
69505,31500,Govt Job,0,1,
115344,15750,Service,0,1,
99169,5625,Service,0,1,
30280,6750,Service,0,1,
10730,9000,Service,0,0,
94737,5634.9,Service,1,,
12338,13050,Service,1,1,
88445,13500,Commercial,0,,
45333,16200,Commercial,,3,
84924,29250,Commercial,1,1,
91903,31500,Service,1,1,
84738,15750,Service,1,2,
89367,29250,,0,,
7975,9000,Govt Job,1,,
93347,9000,Service,0,0,
59078,38250,Govt Job,1,,
81776,13500,Commercial,1,,
123568,15750,Commercial,1,0,
89109,23400,Retired,0,0,
29551,15750,Commercial,1,,
4411,9000,Service,0,1,
124126,13500,Service,0,0,
52070,11250,Commercial,0,0,
112801,27000,Service,0,0,
32892,9000,Service,0,4,
112244,36000,Commercial,1,3,
89107,9000,Service,0,2,
124400,13500,Commercial,1,3,
22681,11700,Service,0,,
129662,15300,Service,0,2,
112446,11250,Commercial,0,3,
5875,,Commercial,1,0,
22288,40500,Service,0,1,
3055,20250,Commercial,0,1,
126135,9810,Commercial,0,1,
105090,27000,Service,0,2,
126245,27000,Service,0,3,
60806,9000,Service,1,7,
68416,18000,Service,0,3,
111027,11250,Commercial,1,0,
52154,11250,Service,1,0,
127156,13500,Commercial,0,0,
29770,,Govt Job,1,2,
116801,11250,Service,1,7,
35680,18000,Commercial,0,8,
7779,13500,Govt Job,1,2,
91601,18000,Commercial,0,2,
71723,,Service,1,0,
38186,27000,Service,1,4,
92930,12600,Retired,1,3,
57055,10350,Commercial,1,5,
68375,11250,Service,0,1,
93839,15975,Service,1,0,
125942,11250,Service,0,3,
79111,22500,Retired,0,6,
44426,90000,Service,0,0,
126251,27000,Service,1,2,
51087,27000,Retired,0,0,
62251,22500,Commercial,0,0,
43869,40500,Service,0,0,
97704,11250,Retired,0,1,
102362,36000,Service,1,,
82107,14400,Retired,1,6,
84170,11250,Govt Job,1,3,
101686,13500,Commercial,0,0,
37306,22500,Commercial,0,3,
69074,14400,Service,1,1,
97966,14400,Commercial,0,0,
96910,21846.15,Commercial,0,,
63144,29250,Commercial,0,8,
14935,13500,Retired,0,0,
31895,,Service,1,1,
100765,13500,Govt Job,0,0,
92553,18000,Service,1,,
83272,15750,Service,0,1,
99212,14400,Commercial,1,0,
114644,22500,Retired,0,6,
129714,10350,Service,1,,
43408,8100,Govt Job,0,0,
82868,13500,Service,1,2,
28908,15750,Service,0,,
69883,20250,Service,0,2,
103171,8100,Govt Job,1,1,
81333,13500,Service,1,0,
102182,9000,Retired,0,0,
88803,11250,Retired,0,2,
33397,12150,Service,1,2,
111772,9000,Govt Job,0,2,
74369,22050,Service,1,1,
11199,,Retired,1,0,
87994,4500,Service,0,,
61327,6390,Retired,1,,
32462,8550,Govt Job,0,3,
105239,13500,Commercial,1,1,
11326,14400,Govt Job,1,0,
128031,,Commercial,1,0,
123214,34425,Service,1,0,
45076,11250,Service,1,,
116415,17100,Service,0,0,
74884,20250,Service,1,3,
75527,22500,Commercial,1,0,
124947,15750,Commercial,0,2,
65079,10800,Service,1,,
29021,18000,Commercial,0,5,
29274,13500,Service,0,2,
12519,11250,Service,0,,
88022,15750,Retired,1,3,
33008,15750,Service,1,,
42493,15750,Govt Job,1,3,
6920,6750,Service,1,,
32041,8100,Service,0,2,
80651,15750,Retired,0,,
1785,9000,Service,1,4,
52307,21150,Service,,4,
54824,11250,Service,1,3,
128752,54000,Commercial,1,0,
95342,13500,Service,0,2,
104785,30150,Service,,,
127701,12150,Govt Job,0,1,
102154,5445,Retired,0,0,
98463,6750,Retired,0,0,
113069,15750,Govt Job,0,1,
36955,19350,Govt Job,1,1,
86407,13500,Service,0,,
76480,11250,Retired,0,2,
48926,13500,Retired,0,3,
84069,13500,Service,1,,
109131,20250,Service,,0,
94742,22500,Govt Job,0,1,
50810,18000,Service,0,1,
94211,20250,Service,0,,
81482,6750,Service,1,,
7106,16650,Service,0,3,
106429,18000,Govt Job,0,0,
94724,19350,Commercial,0,0,
67455,54000,Service,0,1,
88577,15750,Service,0,0,
49059,6750,Service,0,1,
92683,15750,Commercial,0,0,
106541,,Service,0,2,
67111,12150,Service,1,1,
10301,13500,Service,,4,
2628,6750,Service,0,,
3238,24750,Service,1,2,
127687,15750,Commercial,1,4,
76048,22500,Service,1,2,
98416,38250,Govt Job,1,4,
95343,11250,Service,0,2,
32119,13500,Service,0,0,
103276,11250,Retired,1,1,
95723,13500,Service,1,,
107651,7200,Service,1,0,
36307,6750,Service,1,,
57100,11250,Service,0,,
3235,13500,Service,1,0,
84631,11250,Service,0,1,
37633,11250,Service,1,,
89907,18000,Service,0,,
104938,10350,Retired,0,,
73825,,Service,1,7,
66063,20340,Commercial,0,2,
50213,11250,Service,1,3,
68704,20250,Retired,0,0,
15149,13500,Service,1,,
80672,27000,,0,1,
45075,24750,Commercial,1,2,
68649,13500,Service,0,4,
39211,11250,Service,1,4,
31836,14400,Service,0,1,
37007,18000,Commercial,0,2,
51666,11250,Commercial,0,,
51033,18000,Service,0,0,
57117,20250,Commercial,0,2,
81732,22500,Service,1,1,
48081,13500,Service,0,2,
61898,18000,Service,0,1,
40859,13500,Govt Job,1,2,
80294,20250,Commercial,0,0,
107513,29700,Retired,1,0,
22995,18000,Govt Job,0,1,
127150,40500,Commercial,,,
94323,15750,Service,0,2,
11212,5850,Service,1,,
97925,20250,Service,0,2,
128773,10350,Service,1,1,
9765,15750,Retired,1,1,
47527,33750,Service,0,3,
91507,11250,Retired,1,4,
97882,9000,Commercial,1,1,
53006,13500,Service,0,4,
110690,25200,Govt Job,0,,
80524,10800,Service,1,,
82344,18000,Govt Job,1,3,
43591,27000,Govt Job,0,0,
28822,20790,Service,1,0,
75888,15750,Govt Job,1,,
39543,,Service,1,0,
68052,9450,Govt Job,0,2,
47253,13500,Commercial,0,2,
10314,8100,Commercial,0,1,
115710,18000,Service,0,0,
19255,11250,Commercial,0,3,
125,18000,Commercial,1,3,
122072,7200,Retired,0,1,
29701,20250,Service,1,0,
12563,11250,Service,0,6,
10264,22500,Commercial,1,0,
55022,14850,Retired,0,2,
101862,18000,Govt Job,1,3,
58791,16200,Retired,0,,
68503,15750,Service,0,4,
123096,13500,Service,1,4,
48662,22500,Service,1,5,
91315,36900,Commercial,0,0,
110171,11250,Service,0,3,
110026,,Service,0,3,
100553,22500,Commercial,0,2,
861,6750,Commercial,0,1,
42837,,Govt Job,1,0,
48538,13500,Service,0,3,
43809,13500,Retired,0,5,
87306,11250,Retired,1,1,
8548,13500,Govt Job,0,1,
22722,9000,,1,,
65039,32405.85,Service,1,1,
81406,12600,Service,0,1,
71909,7650,Retired,,0,
8813,36000,Service,0,2,
89740,26100,Service,0,5,
107876,18000,Retired,0,1,
27255,18000,Retired,1,5,
94719,21600,Service,0,5,
89758,15750,Service,1,2,
93194,27000,Commercial,0,0,
121016,11250,Commercial,1,0,
100110,16650,Service,0,2,
56559,13500,Service,1,2,
85825,12600,Service,0,1,
62314,9399.15,Commercial,1,0,
109708,31500,Commercial,1,2,
6897,20250,Retired,0,3,
46558,22500,Commercial,1,0,
34228,12150,Retired,0,4,
41479,13500,Service,1,1,
102932,31500,Service,1,,
19531,9000,Service,1,,
61567,6750,Govt Job,1,4,
75547,13500,Service,1,1,
55900,18000,Service,0,5,
61085,24750,,0,2,
28242,13500,,0,2,
48310,22500,Govt Job,0,0,
49245,13500,Service,1,1,
120032,11250,Service,0,3,
29020,40500,Service,0,5,
73597,27000,Service,0,1,
32383,33750,,1,2,
33920,19035,,1,9,
70123,20250,Service,0,,
6330,13500,Retired,1,,
106601,6750,Commercial,0,2,
115420,6750,Service,0,,
120211,8775,Retired,1,0,
90393,13500,Service,0,5,
24345,4050,Commercial,0,,
126656,13500,Commercial,1,4,
125954,8100,Service,1,4,
6662,27000,Service,0,2,
65706,12150,Commercial,1,0,
45789,22500,Service,0,8,
111890,15750,Service,1,3,
90397,,Service,1,,
33067,15750,Service,0,1,
30428,11700,Commercial,0,1,
128450,20250,,0,,
105526,225000,Service,0,,
80555,,Commercial,,0,
75709,12150,Commercial,0,1,
45625,33750,Govt Job,1,3,
27843,17100,Service,0,2,
42488,6750,Retired,0,1,
90716,13500,Service,1,,
127610,13500,Service,1,0,
24043,13500,Retired,1,,
34396,13500,Service,0,4,
40729,9000,,0,2,
121532,15300,Retired,1,2,
86586,9000,Govt Job,0,0,
37072,17100,,1,,
16151,18000,Commercial,1,0,
124771,13500,Service,0,4,
71047,8550,Service,1,3,
80478,11250,,1,1,
34576,13500,Service,0,3,
72951,15750,Service,0,0,
42425,13500,Govt Job,,0,
105333,22500,Service,1,0,
15207,36000,Commercial,1,,
114256,9000,Commercial,0,2,
41645,18000,Service,1,1,
9394,20700,Service,0,0,
68588,11250,Service,1,1,
31980,13500,Commercial,0,1,
92353,,Commercial,0,3,
65767,18000,Govt Job,1,3,
97282,16650,Retired,0,1,
76632,9000,Govt Job,1,1,
8710,15750,Service,0,1,
123533,13500,Service,0,3,
16756,11250,Commercial,1,,
31324,11250,Service,1,0,
69431,17100,Retired,1,4,
26859,18000,Retired,0,1,
56578,38250,Service,0,0,
50860,18000,Commercial,1,3,
11176,9000,Service,0,3,
129214,27000,Service,,0,
68363,6750,Service,1,2,
89378,20250,Retired,1,0,
72309,29250,Govt Job,1,,
11570,9000,Service,1,1,
64815,11250,Govt Job,0,0,
103827,11250,Service,1,2,
24146,22500,Govt Job,0,4,
5895,13500,Service,1,1,
67331,13500,Service,,2,
45580,18000,Retired,0,2,
7849,13500,Commercial,0,5,
119325,18000,Commercial,0,,
42750,11250,Service,1,,
79167,14850,Service,0,8,
98570,20250,Service,0,1,
123066,20250,Service,1,0,
94547,18000,Service,1,2,
98475,6750,Service,1,0,
65003,22500,Commercial,1,1,
99376,9450,Commercial,0,3,
80142,5400,Govt Job,0,2,
77859,13500,,1,2,
31896,13500,Govt Job,1,1,
117932,13500,Commercial,0,4,
87847,18000,Commercial,0,1,
82854,9000,Commercial,0,2,
118963,19350,Service,0,2,
62401,4500,Service,1,,
68365,27000,Commercial,1,3,
61599,12150,Service,1,,
67887,10215,Retired,1,,
70008,27000,Commercial,1,4,
128923,9450,Retired,0,0,
77933,11250,Service,1,3,
80615,15750,Service,1,0,
128399,31500,Service,0,1,
74245,7200,Retired,1,1,
18667,11250,,0,3,
119348,13500,Service,0,,
29657,18000,Service,1,2,
97562,22500,Service,0,2,
58574,9000,Retired,0,,
26553,11250,Retired,1,2,
113018,13500,Service,1,,
119369,13500,Service,1,2,
22739,7200,Retired,0,0,
52354,22500,Service,0,4,
103063,24750,Commercial,0,1,
58800,24750,Service,1,3,
76218,7200,Commercial,0,0,
86505,27000,Commercial,1,1,
31492,6750,Service,0,0,
55412,11250,Service,1,,
98180,27000,Retired,0,5,
62439,15750,Service,0,,
35175,43650,Commercial,0,,
3811,,Retired,0,0,
52152,67500,Commercial,0,0,
98167,20250,Commercial,0,1,
57725,25650,Retired,1,3,
32478,18000,Commercial,0,,
106703,27000,Service,0,2,
42525,5850,Service,1,,
121965,,Commercial,1,0,
225,13500,,0,3,
66791,9000,Retired,1,0,
27326,9000,Service,0,2,
50172,13500,Commercial,0,7,
4912,24300,Service,1,0,
29860,11250,Retired,1,0,
31985,9000,Service,0,2,
128356,15750,Service,1,1,
95496,22500,Service,1,1,
112344,15750,Retired,1,,
122369,17100,Service,0,,
65804,,Retired,0,2,
57876,18000,Govt Job,0,1,
93820,8550,Retired,0,1,
75464,6750,Service,1,,
92821,18000,Service,0,0,
128253,7200,Service,0,,
117348,15750,Service,1,4,
74017,29250,Service,1,3,
62285,13050,,1,,
101781,13500,Commercial,1,0,
23968,22500,Commercial,0,,
14923,18000,Retired,1,2,
22570,13500,Retired,0,7,
50725,9000,Commercial,1,0,
90584,10800,Service,1,0,
61462,13500,Commercial,1,1,
119584,11250,Service,1,1,
47392,11250,Service,1,0,
74313,4950,Commercial,1,,
28632,15750,Commercial,1,0,
39709,5850,Retired,1,,
97869,9000,Retired,1,1,
13184,12600,Commercial,0,1,
48582,17100,,0,5,
1540,11250,Retired,0,0,
125880,11250,Commercial,1,3,
70954,31500,Service,,,
503,9000,Service,,,
11893,9000,Service,1,1,
105598,15750,Commercial,0,3,
83615,12150,Govt Job,1,1,
113621,27000,Service,,4,
32328,11250,Retired,1,,
64267,16200,Service,1,3,
111126,7650,Service,1,4,
48301,4950,Retired,0,2,
10883,49500,Commercial,1,0,
42591,18000,Commercial,1,4,
34476,15750,Commercial,0,4,
98808,35550,Retired,1,3,
54614,22500,Commercial,,,
10736,14310,Service,0,1,
85442,9000,Retired,1,,
13929,31500,Service,0,,
78713,11250,Retired,0,4,
75765,27000,,1,5,
107415,11250,Service,0,,
116262,15750,Govt Job,1,,
6771,13500,Commercial,0,6,
124413,38250,Service,0,1,
37120,,Commercial,1,3,
128542,9000,Service,1,,
31044,11250,Commercial,1,1,
71666,24750,Service,1,,
43187,17550,Retired,1,4,
78408,22882.5,Commercial,0,,
87826,10125,Retired,1,1,
89545,9000,Service,0,,
29787,24750,Service,1,1,
112640,22500,Commercial,0,4,
13104,18000,Service,,1,
89120,20250,Commercial,1,1,
34921,13500,Commercial,1,0,
56836,15750,Service,1,4,
9847,22500,Commercial,0,0,
92157,30600,Service,0,4,
75459,5400,Service,1,2,
30098,24750,Service,0,0,
111867,6750,Govt Job,0,1,
38889,15750,Service,1,5,
109636,,Retired,1,0,
124051,27000,,1,0,
96754,16650,Govt Job,1,0,
87362,15750,Retired,0,4,
126952,15750,Commercial,0,1,
47916,13500,Service,1,0,
54352,24750,Service,1,2,
115801,13500,Service,0,4,
73815,4500,Govt Job,1,,
122743,31500,Commercial,1,1,
108172,12600,Service,0,3,
88783,4005,Retired,0,2,
56041,25875,Retired,1,7,
120561,15750,Service,0,0,
12982,22950,Commercial,0,0,
127072,22500,Service,1,0,
104451,,,1,2,
26196,9900,Retired,1,7,
75135,13500,Service,0,0,
53742,11250,Service,0,1,
9292,13500,Commercial,1,1,
22259,31500,Commercial,0,0,
128059,13725,Service,1,,
18283,21600,Retired,0,,
6286,13500,Service,0,1,
21664,9000,Service,1,0,
13679,31500,Govt Job,0,1,
69835,18000,Commercial,1,2,
118296,9000,Retired,1,1,
91661,12600,Service,0,1,
96977,15750,Service,0,0,
41250,36000,Commercial,1,0,
40192,11250,Govt Job,0,3,
78911,27000,Retired,0,8,
43164,40500,Commercial,1,,
111620,4050,Retired,0,0,
28802,8100,Retired,,0,
21158,31500,Service,1,2,
57923,16650,Service,1,2,
15068,11250,Service,0,,
78356,27000,,1,,
78201,31500,Commercial,0,2,
119393,11250,Service,1,1,
121874,11745,Commercial,0,0,
1478,22500,Service,0,0,
28788,9000,Retired,1,3,
64430,11250,Service,1,2,
82766,16200,Retired,1,1,
16785,9900,Service,1,,
119892,20700,Retired,1,5,
94294,36000,Commercial,,6,
106270,22500,Commercial,0,1,
121474,27000,Service,1,4,
98303,23850,Govt Job,1,4,
59934,27000,Commercial,1,1,
119058,16650,Service,0,1,
97825,8550,Retired,1,2,
91997,18900,Commercial,1,,
129252,11250,Service,1,,
56608,23400,Service,1,2,
35564,9000,Service,1,,
129837,11610,,0,,
65309,13500,Service,0,1,
36235,9000,Service,0,0,
32281,15750,Service,0,4,
123548,7200,Service,1,,
31272,15750,Service,1,0,
23549,12600,Retired,1,3,
50698,9000,Service,1,,
101404,15750,Service,0,4,
42179,13500,Service,0,,
31659,22500,Retired,1,5,
6541,15750,Service,1,7,
22346,9000,Service,1,1,
76364,18000,Govt Job,0,4,
96811,22500,Service,1,0,
15471,20250,Commercial,0,6,
109537,7650,Service,0,1,
51235,12150,Service,0,1,
24506,11250,Service,0,,
10916,21600,Retired,1,3,
108362,22500,Commercial,0,1,
25790,39150,Govt Job,0,0,
18830,14400,Service,0,8,
82850,18000,Service,1,0,
80946,15750,Service,0,1,
9494,20250,Service,1,0,
104561,13500,Service,0,3,
7357,,Govt Job,1,0,
96707,11250,Service,1,1,
117165,15750,Commercial,1,0,
110605,13500,Service,1,0,
53100,15750,Service,0,4,
67815,20250,Commercial,1,5,
56738,,Commercial,0,0,
11975,18000,Service,0,6,
108964,9450,Service,0,7,
96958,18000,Retired,1,0,
95613,9000,Service,1,,
38779,54000,Service,1,,
82237,18000,Retired,1,2,
15299,18000,Service,1,0,
23818,22500,Retired,0,4,
57456,9000,Service,1,,
125378,4500,Service,1,0,
8622,22500,Commercial,1,0,
53302,10800,Commercial,1,,
94462,20250,Retired,1,4,
28853,16200,Service,0,2,
18655,11250,Service,0,0,
88279,10350,Commercial,0,3,
118618,15750,Govt Job,1,1,
62013,,Service,1,,
92873,27000,,1,4,
3457,13500,Retired,0,1,
98453,11250,Retired,0,3,
12985,20250,Commercial,1,5,
67163,11250,Service,1,0,
22402,45000,Service,1,0,
63867,6750,Service,0,1,
123951,18000,Service,0,5,
60351,11250,Commercial,1,,
106041,13500,,1,,
91950,27000,Service,0,0,
120895,9000,Service,,0,
94297,5670,Service,0,1,
111850,29250,Service,1,1,
45663,13500,Service,1,0,
101807,27900,Service,0,,
34668,22500,Commercial,0,1,
49607,22500,Commercial,0,2,
129226,,Retired,1,,
123496,22500,Commercial,0,9,
24137,9000,Service,0,2,
57056,22500,Commercial,1,2,
42152,4050,Retired,1,0,
10556,27000,Commercial,0,6,
109534,17100,Govt Job,1,,
22933,13500,Service,0,3,
95423,9000,Retired,0,2,
21449,12600,Service,1,4,
573,13500,Retired,0,1,
84544,17100,Service,1,6,
33760,31500,Service,0,5,
30071,6300,Commercial,0,0,
124346,45000,Service,0,4,
58274,20250,,0,1,
38943,11250,Service,1,0,
64210,16650,Retired,1,2,
102265,15750,Govt Job,1,3,
93934,13500,Commercial,1,2,
129162,22500,Service,0,1,
29007,11250,Service,0,0,
81906,13500,Service,1,4,
73462,11250,Service,0,1,
97878,13500,Service,1,0,
16983,31500,Service,1,1,
24646,6750,Retired,1,1,
49712,22500,Retired,1,,
122493,9000,Service,1,2,
26612,22500,Service,0,1,
44663,29250,Commercial,1,1,
100554,15750,Service,0,0,
41109,13500,Commercial,0,,
105041,13500,Service,0,0,
24998,9000,Service,1,2,
125292,13500,Govt Job,0,,
118613,22500,Retired,1,4,
65766,8100,Service,1,0,
17407,11250,Service,0,0,
67479,9000,Service,1,1,
78500,9000,Service,1,5,
31871,22500,Commercial,,3,
24799,18000,Service,0,1,
25598,13500,Service,1,,
66224,2700,Retired,0,0,
91236,9000,Retired,0,0,
90011,13500,Commercial,0,0,
116742,15750,Service,1,6,
106450,18000,Service,1,,
84259,11250,Service,1,3,
64136,27450,Commercial,0,6,
98376,22500,Service,0,3,
25926,67500,Commercial,1,0,
128053,10575,Service,1,1,
69155,9000,Retired,0,,
44269,13500,Service,0,1,
102812,27000,Commercial,0,0,
27613,13500,Service,0,3,
99522,6750,Retired,0,,
10417,15750,Service,1,1,
14509,22500,Commercial,0,4,
57554,11250,Service,0,0,
17828,15750,Retired,1,1,
33392,12600,Service,0,,
57961,11250,Retired,1,4,
83382,20250,Service,1,0,
49991,31500,Govt Job,1,4,
29772,15750,Commercial,1,,
43818,6525,Retired,0,1,
78860,14400,,0,0,
88714,9000,Retired,0,2,
116116,13500,Commercial,0,,
55661,7650,Govt Job,1,7,
14159,18000,Service,1,0,
18695,15750,Commercial,0,,
112363,18000,Service,,1,
125464,13500,Commercial,1,3,
81003,15750,,0,2,
95861,6750,,1,0,
4820,22500,Commercial,0,6,
87217,22500,Service,0,1,
25774,11250,Commercial,1,2,
50069,11250,Govt Job,1,0,
50609,11700,Service,0,1,
87206,24750,Retired,1,11,
5743,22500,Commercial,0,0,
62308,13500,Retired,1,0,
75495,11250,Commercial,0,3,
70077,13500,Govt Job,1,5,
49393,11250,Service,0,2,
3889,15750,Retired,1,4,
58018,18000,Service,,0,
10858,15750,Govt Job,1,1,
1702,9900,Retired,1,4,
112595,11250,Service,1,0,
30734,18000,Service,1,2,
38719,67500,Commercial,1,4,
104534,21600,Service,0,4,
128547,20250,Service,1,1,
11431,15750,Retired,1,0,
39549,4500,Retired,0,1,
16211,15750,Service,1,3,
49407,17550,Service,1,,
15528,15750,Retired,0,4,
122370,17100,Service,1,1,
25780,18000,Retired,1,5,
120483,8100,Retired,0,0,
66146,7650,Retired,1,0,
13027,40500,Commercial,,3,
33805,17100,Govt Job,1,4,
93257,15750,Retired,0,2,
14709,18000,Govt Job,1,1,
75088,29250,Commercial,0,0,
49443,29250,Retired,0,,
53228,22500,Service,0,1,
36682,22500,Commercial,1,,
116458,18900,Service,0,2,
119423,11250,Commercial,1,,
46977,4950,Retired,0,0,
23171,36000,Commercial,0,1,
55376,24750,Commercial,0,1,
66430,22500,Service,0,0,
63246,21600,Service,0,2,
27998,15750,Retired,0,0,
114902,24750,Service,1,2,
53894,27000,Govt Job,1,1,
57627,11250,Service,0,4,
94517,11250,Service,0,5,
19747,22500,Commercial,0,0,
67042,13500,Govt Job,1,3,
43658,18900,Service,0,4,
695,7650,Retired,1,2,
108994,24750,Service,0,,
58041,12600,Service,1,1,
50718,7200,Govt Job,1,1,
106163,38250,Commercial,1,,
33308,15750,Commercial,0,,
78857,15750,Commercial,1,,
62485,27000,Commercial,1,8,
127340,,Service,0,,
110769,13500,Service,1,1,
77504,25200,Govt Job,1,,
123322,9000,Service,1,1,
99019,6750,Retired,1,3,
73484,45000,Service,1,0,
91174,11250,Service,1,,
76801,27000,Commercial,1,4,
16382,36000,Retired,1,0,
78193,10800,Retired,1,,
45631,18000,Service,1,3,
124743,13500,Retired,1,2,
114310,9000,Service,0,0,
103526,18000,Service,0,0,
96868,36000,Service,1,2,
66759,17550,Service,1,,
59952,6300,Retired,1,1,
23583,22500,Retired,1,,
111803,9000,Commercial,0,5,
79092,11250,Govt Job,1,1,
35756,36000,Commercial,0,1,
122998,15750,Govt Job,1,4,
55553,10350,Service,0,0,
93899,49500,Govt Job,0,5,
98336,11250,Govt Job,1,0,
102640,20250,Service,1,5,
757,18000,Service,0,2,
100116,24750,Retired,1,1,
22777,18000,Commercial,1,0,
105935,33750,Commercial,0,0,
121788,18000,Service,1,2,
56700,18000,,0,3,
104407,13500,Govt Job,1,,
22565,20250,Service,1,3,
127370,,Service,1,0,
92724,15750,Service,0,2,
89451,45000,Commercial,1,2,
